filename,width,height,class,xmin,ymin,xmax,ymax
0dc6d85a2ba0a534_jpg.rf.35609f155b9961c40d0a77d6b2cbc641.jpg,416,416,Motorcycle,4,79,394,396
4039b64d9f2b5291_jpg.rf.332cb4b6e4e95bd9180201bbdae29fdc.jpg,416,416,Car,67,81,416,303
VID_20220915_160432_mp4-35_jpg.rf.333e857b0bf86aecda74655779982d7f.jpg,1920,1080,pickup,339,181,487,308
VID_20220915_160432_mp4-35_jpg.rf.333e857b0bf86aecda74655779982d7f.jpg,1920,1080,bus,1207,234,1519,492
VID_20220915_160432_mp4-35_jpg.rf.333e857b0bf86aecda74655779982d7f.jpg,1920,1080,tempo,1052,106,1120,195
VID_20220915_160432_mp4-35_jpg.rf.333e857b0bf86aecda74655779982d7f.jpg,1920,1080,bike,778,366,836,489
VID_20220915_160432_mp4-35_jpg.rf.333e857b0bf86aecda74655779982d7f.jpg,1920,1080,bike,994,144,1030,215
VID_20220915_160432_mp4-35_jpg.rf.333e857b0bf86aecda74655779982d7f.jpg,1920,1080,car,57,332,255,472
VID_20220915_160432_mp4-35_jpg.rf.333e857b0bf86aecda74655779982d7f.jpg,1920,1080,bus,0,116,171,259
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,car,5,793,7,806
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,bus,1263,569,1452,719
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,pickup,1627,755,1873,979
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,bike,782,630,783,631
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,bus,638,465,708,531
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,bike,1350,731,1403,835
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,micro,571,522,633,579
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,bike,711,552,738,601
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,bike,746,523,765,569
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,bike,478,565,502,615
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,taxi,910,628,975,706
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,bike,403,614,436,675
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,pickup,759,568,824,655
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,bike,511,539,529,573
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,bike,1190,617,1214,680
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,bike,1025,588,1049,648
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,bike,1161,574,1184,628
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,bike,1124,568,1144,615
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,bike,956,529,976,578
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,bike,904,523,925,568
balkumari_mp4-213_jpg.rf.33ce6125928478616bec370392162ced.jpg,1920,1080,bike,391,960,468,1080
abbe2d8b6072322a_jpg.rf.339488d588111151c48c938b3958a964.jpg,416,416,Car,37,143,128,231
abbe2d8b6072322a_jpg.rf.339488d588111151c48c938b3958a964.jpg,416,416,Car,137,167,198,219
abbe2d8b6072322a_jpg.rf.339488d588111151c48c938b3958a964.jpg,416,416,Car,186,170,236,217
abbe2d8b6072322a_jpg.rf.339488d588111151c48c938b3958a964.jpg,416,416,Car,223,146,299,241
abbe2d8b6072322a_jpg.rf.339488d588111151c48c938b3958a964.jpg,416,416,Car,234,166,416,326
abbe2d8b6072322a_jpg.rf.339488d588111151c48c938b3958a964.jpg,416,416,Car,319,136,403,213
C_mp4-128_jpg.rf.34ee5ded773d08a1abfeadbad759e3b8.jpg,1920,1080,micro,1666,868,1865,1080
C_mp4-128_jpg.rf.34ee5ded773d08a1abfeadbad759e3b8.jpg,1920,1080,micro,1627,738,1789,889
C_mp4-128_jpg.rf.34ee5ded773d08a1abfeadbad759e3b8.jpg,1920,1080,micro,1601,649,1729,760
C_mp4-128_jpg.rf.34ee5ded773d08a1abfeadbad759e3b8.jpg,1920,1080,truck,1339,840,1617,1080
C_mp4-128_jpg.rf.34ee5ded773d08a1abfeadbad759e3b8.jpg,1920,1080,bus,1326,488,1385,563
C_mp4-128_jpg.rf.34ee5ded773d08a1abfeadbad759e3b8.jpg,1920,1080,micro,1129,490,1181,534
C_mp4-128_jpg.rf.34ee5ded773d08a1abfeadbad759e3b8.jpg,1920,1080,car,1450,625,1577,702
C_mp4-128_jpg.rf.34ee5ded773d08a1abfeadbad759e3b8.jpg,1920,1080,micro,1239,491,1276,528
C_mp4-128_jpg.rf.34ee5ded773d08a1abfeadbad759e3b8.jpg,1920,1080,bike,974,689,1020,786
C_mp4-128_jpg.rf.34ee5ded773d08a1abfeadbad759e3b8.jpg,1920,1080,bike,1157,550,1186,606
C_mp4-128_jpg.rf.34ee5ded773d08a1abfeadbad759e3b8.jpg,1920,1080,van,1043,481,1088,533
C_mp4-128_jpg.rf.34ee5ded773d08a1abfeadbad759e3b8.jpg,1920,1080,bike,932,614,968,690
C_mp4-128_jpg.rf.34ee5ded773d08a1abfeadbad759e3b8.jpg,1920,1080,bus,1430,533,1529,631
C_mp4-128_jpg.rf.34ee5ded773d08a1abfeadbad759e3b8.jpg,1920,1080,bike,947,523,967,567
C_mp4-128_jpg.rf.34ee5ded773d08a1abfeadbad759e3b8.jpg,1920,1080,taxi,986,497,1018,532
b31f29967475ce05_jpg.rf.328cf4a3d1e3e1a12d1c5357c497b9b1.jpg,416,416,Motorcycle,0,89,77,291
b31f29967475ce05_jpg.rf.328cf4a3d1e3e1a12d1c5357c497b9b1.jpg,416,416,Motorcycle,0,50,371,416
VID_20220915_160432_mp4-75_jpg.rf.348b933c633a29674c51e6217596401f.jpg,1920,1080,bus,1445,315,1883,699
VID_20220915_160432_mp4-75_jpg.rf.348b933c633a29674c51e6217596401f.jpg,1920,1080,bus,216,40,359,157
VID_20220915_160432_mp4-75_jpg.rf.348b933c633a29674c51e6217596401f.jpg,1920,1080,van,216,129,313,208
VID_20220915_160432_mp4-75_jpg.rf.348b933c633a29674c51e6217596401f.jpg,1920,1080,bike,887,387,952,529
VID_20220915_155741_mp4-53_jpg.rf.36e78bc22d19cefea20fb3da9bfc361a.jpg,1920,1080,van,1215,276,1308,373
VID_20220915_155741_mp4-53_jpg.rf.36e78bc22d19cefea20fb3da9bfc361a.jpg,1920,1080,bike,677,658,738,824
VID_20220915_155741_mp4-53_jpg.rf.36e78bc22d19cefea20fb3da9bfc361a.jpg,1920,1080,bike,491,776,589,1022
VID_20220915_155741_mp4-53_jpg.rf.36e78bc22d19cefea20fb3da9bfc361a.jpg,1920,1080,bike,676,808,763,1038
VID_20220915_155741_mp4-53_jpg.rf.36e78bc22d19cefea20fb3da9bfc361a.jpg,1920,1080,bike,214,256,216,258
VID_20220915_155741_mp4-53_jpg.rf.36e78bc22d19cefea20fb3da9bfc361a.jpg,1920,1080,bike,578,364,615,444
VID_20220915_155741_mp4-53_jpg.rf.36e78bc22d19cefea20fb3da9bfc361a.jpg,1920,1080,tempo,1024,230,1072,291
VID_20220915_155741_mp4-53_jpg.rf.36e78bc22d19cefea20fb3da9bfc361a.jpg,1920,1080,bike,838,302,869,367
VID_20220915_155741_mp4-53_jpg.rf.36e78bc22d19cefea20fb3da9bfc361a.jpg,1920,1080,van,744,211,797,278
VID_20220915_160135_mp4-256_jpg.rf.329ff9f9bcfff8344ed61b70de3ae264.jpg,1920,1080,bike,214,256,216,258
VID_20220915_160135_mp4-256_jpg.rf.329ff9f9bcfff8344ed61b70de3ae264.jpg,1920,1080,bus,344,237,348,237
VID_20220915_160135_mp4-256_jpg.rf.329ff9f9bcfff8344ed61b70de3ae264.jpg,1920,1080,car,1359,282,1505,397
VID_20220915_160135_mp4-256_jpg.rf.329ff9f9bcfff8344ed61b70de3ae264.jpg,1920,1080,pickup,1284,171,1417,303
VID_20220915_160135_mp4-256_jpg.rf.329ff9f9bcfff8344ed61b70de3ae264.jpg,1920,1080,car,1218,132,1300,219
VID_20220915_160135_mp4-256_jpg.rf.329ff9f9bcfff8344ed61b70de3ae264.jpg,1920,1080,pickup,677,643,901,1070
VID_20220915_160135_mp4-256_jpg.rf.329ff9f9bcfff8344ed61b70de3ae264.jpg,1920,1080,bike,566,97,611,163
VID_20220915_160135_mp4-256_jpg.rf.329ff9f9bcfff8344ed61b70de3ae264.jpg,1920,1080,taxi,1086,196,1168,292
VID_20220915_160135_mp4-256_jpg.rf.329ff9f9bcfff8344ed61b70de3ae264.jpg,1920,1080,pickup,230,83,340,195
VID_20220915_160135_mp4-256_jpg.rf.329ff9f9bcfff8344ed61b70de3ae264.jpg,1920,1080,car,776,323,899,467
VID_20220915_160135_mp4-256_jpg.rf.329ff9f9bcfff8344ed61b70de3ae264.jpg,1920,1080,van,2,208,132,307
VID_20220915_160135_mp4-256_jpg.rf.329ff9f9bcfff8344ed61b70de3ae264.jpg,1920,1080,taxi,1016,103,1082,167
VID_20220915_155741_mp4-104_jpg.rf.3718c2b94b799f551b74cc5c31a3cc8f.jpg,1920,1080,bike,214,256,216,258
VID_20220915_155741_mp4-104_jpg.rf.3718c2b94b799f551b74cc5c31a3cc8f.jpg,1920,1080,bus,522,99,582,168
VID_20220915_155741_mp4-104_jpg.rf.3718c2b94b799f551b74cc5c31a3cc8f.jpg,1920,1080,pickup,1523,713,1876,1080
VID_20220915_155741_mp4-104_jpg.rf.3718c2b94b799f551b74cc5c31a3cc8f.jpg,1920,1080,bus,144,181,301,290
VID_20220915_155741_mp4-104_jpg.rf.3718c2b94b799f551b74cc5c31a3cc8f.jpg,1920,1080,tempo,1256,281,1357,394
VID_20220915_155741_mp4-104_jpg.rf.3718c2b94b799f551b74cc5c31a3cc8f.jpg,1920,1080,car,432,186,498,237
VID_20220915_155741_mp4-104_jpg.rf.3718c2b94b799f551b74cc5c31a3cc8f.jpg,1920,1080,bike,467,331,508,416
VID_20220915_155741_mp4-104_jpg.rf.3718c2b94b799f551b74cc5c31a3cc8f.jpg,1920,1080,tempo,454,128,502,180
VID_20220915_155741_mp4-104_jpg.rf.3718c2b94b799f551b74cc5c31a3cc8f.jpg,1920,1080,bike,630,576,710,746
VID_20220915_155741_mp4-104_jpg.rf.3718c2b94b799f551b74cc5c31a3cc8f.jpg,1920,1080,bike,1257,336,1307,410
VID_20220915_155741_mp4-104_jpg.rf.3718c2b94b799f551b74cc5c31a3cc8f.jpg,1920,1080,bus,879,149,959,264
VID_20220915_155741_mp4-104_jpg.rf.3718c2b94b799f551b74cc5c31a3cc8f.jpg,1920,1080,bike,813,195,845,252
VID_20220915_155944_mp4-138_jpg.rf.32eb5d26d4166a466a0d533864aae400.jpg,1920,1080,bike,214,256,216,258
VID_20220915_155944_mp4-138_jpg.rf.32eb5d26d4166a466a0d533864aae400.jpg,1920,1080,bus,344,237,348,237
VID_20220915_155944_mp4-138_jpg.rf.32eb5d26d4166a466a0d533864aae400.jpg,1920,1080,bus,1136,283,1369,507
VID_20220915_155944_mp4-138_jpg.rf.32eb5d26d4166a466a0d533864aae400.jpg,1920,1080,tempo,1427,545,1628,794
VID_20220915_155944_mp4-138_jpg.rf.32eb5d26d4166a466a0d533864aae400.jpg,1920,1080,taxi,1332,747,1591,988
VID_20220915_155944_mp4-138_jpg.rf.32eb5d26d4166a466a0d533864aae400.jpg,1920,1080,bus,953,139,1055,243
VID_20220915_155944_mp4-138_jpg.rf.32eb5d26d4166a466a0d533864aae400.jpg,1920,1080,bike,1070,423,1120,556
VID_20220915_155944_mp4-138_jpg.rf.32eb5d26d4166a466a0d533864aae400.jpg,1920,1080,bike,471,859,582,1080
VID_20220915_155944_mp4-138_jpg.rf.32eb5d26d4166a466a0d533864aae400.jpg,1920,1080,bike,1075,276,1115,360
VID_20220915_155944_mp4-138_jpg.rf.32eb5d26d4166a466a0d533864aae400.jpg,1920,1080,bike,323,254,365,344
VID_20220915_155944_mp4-138_jpg.rf.32eb5d26d4166a466a0d533864aae400.jpg,1920,1080,bike,1651,624,1744,790
VID_20220915_155944_mp4-138_jpg.rf.32eb5d26d4166a466a0d533864aae400.jpg,1920,1080,bus,0,165,121,305
VID_20220915_155944_mp4-65_jpg.rf.33650a13fa9c71cd968925c62f4d2d20.jpg,1920,1080,bike,214,256,216,258
VID_20220915_155944_mp4-65_jpg.rf.33650a13fa9c71cd968925c62f4d2d20.jpg,1920,1080,bus,344,237,348,237
VID_20220915_155944_mp4-65_jpg.rf.33650a13fa9c71cd968925c62f4d2d20.jpg,1920,1080,bus,1181,132,1332,278
VID_20220915_155944_mp4-65_jpg.rf.33650a13fa9c71cd968925c62f4d2d20.jpg,1920,1080,pickup,1415,528,1658,820
VID_20220915_155944_mp4-65_jpg.rf.33650a13fa9c71cd968925c62f4d2d20.jpg,1920,1080,taxi,754,175,820,255
VID_20220915_155944_mp4-65_jpg.rf.33650a13fa9c71cd968925c62f4d2d20.jpg,1920,1080,bus,1115,99,1212,184
VID_20220915_155944_mp4-65_jpg.rf.33650a13fa9c71cd968925c62f4d2d20.jpg,1920,1080,bus,122,94,286,207
VID_20220915_155944_mp4-65_jpg.rf.33650a13fa9c71cd968925c62f4d2d20.jpg,1920,1080,bike,1356,305,1410,401
C_mp4-94_jpg.rf.3681c392a5e23fcff31bdfe474485c5a.jpg,1920,1080,micro,1587,711,1784,881
C_mp4-94_jpg.rf.3681c392a5e23fcff31bdfe474485c5a.jpg,1920,1080,bus,1384,509,1522,643
C_mp4-94_jpg.rf.3681c392a5e23fcff31bdfe474485c5a.jpg,1920,1080,micro,811,649,981,839
C_mp4-94_jpg.rf.3681c392a5e23fcff31bdfe474485c5a.jpg,1920,1080,bike,1108,648,1169,769
C_mp4-94_jpg.rf.3681c392a5e23fcff31bdfe474485c5a.jpg,1920,1080,micro,1574,634,1731,756
81ef85dffa49536c_jpg.rf.34ceb4ea231bafcd129a704ac2d94dd9.jpg,416,416,Bus,131,76,295,286
VID_20220915_155944_mp4-135_jpg.rf.32ec431b7a9091ba00376dfb8660aae4.jpg,1920,1080,bike,214,256,216,258
VID_20220915_155944_mp4-135_jpg.rf.32ec431b7a9091ba00376dfb8660aae4.jpg,1920,1080,bus,344,237,348,237
VID_20220915_155944_mp4-135_jpg.rf.32ec431b7a9091ba00376dfb8660aae4.jpg,1920,1080,bus,1087,247,1290,423
VID_20220915_155944_mp4-135_jpg.rf.32ec431b7a9091ba00376dfb8660aae4.jpg,1920,1080,tempo,1207,402,1371,587
VID_20220915_155944_mp4-135_jpg.rf.32ec431b7a9091ba00376dfb8660aae4.jpg,1920,1080,taxi,1085,471,1225,609
VID_20220915_155944_mp4-135_jpg.rf.32ec431b7a9091ba00376dfb8660aae4.jpg,1920,1080,bus,947,135,1040,231
VID_20220915_155944_mp4-135_jpg.rf.32ec431b7a9091ba00376dfb8660aae4.jpg,1920,1080,bike,972,306,1009,395
VID_20220915_155944_mp4-135_jpg.rf.32ec431b7a9091ba00376dfb8660aae4.jpg,1920,1080,bike,548,353,597,472
VID_20220915_155944_mp4-135_jpg.rf.32ec431b7a9091ba00376dfb8660aae4.jpg,1920,1080,bike,1054,240,1084,312
VID_20220915_155944_mp4-135_jpg.rf.32ec431b7a9091ba00376dfb8660aae4.jpg,1920,1080,bike,13,594,106,772
VID_20220915_160432_mp4-221_jpg.rf.32e8ca1255661bd3c2e0210ecec8310b.jpg,1920,1080,bike,1522,778,1531,779
VID_20220915_160432_mp4-221_jpg.rf.32e8ca1255661bd3c2e0210ecec8310b.jpg,1920,1080,bus,1121,100,1243,256
VID_20220915_160432_mp4-221_jpg.rf.32e8ca1255661bd3c2e0210ecec8310b.jpg,1920,1080,bike,1496,683,1613,904
VID_20220915_160432_mp4-221_jpg.rf.32e8ca1255661bd3c2e0210ecec8310b.jpg,1920,1080,car,479,129,586,225
VID_20220915_160432_mp4-221_jpg.rf.32e8ca1255661bd3c2e0210ecec8310b.jpg,1920,1080,micro,1010,154,1126,293
VID_20220915_160432_mp4-221_jpg.rf.32e8ca1255661bd3c2e0210ecec8310b.jpg,1920,1080,bike,541,529,619,724
VID_20220915_160432_mp4-221_jpg.rf.32e8ca1255661bd3c2e0210ecec8310b.jpg,1920,1080,bike,795,394,872,554
VID_20220915_160432_mp4-221_jpg.rf.32e8ca1255661bd3c2e0210ecec8310b.jpg,1920,1080,bike,289,278,351,399
VID_20220915_160432_mp4-221_jpg.rf.32e8ca1255661bd3c2e0210ecec8310b.jpg,1920,1080,taxi,65,562,309,758
VID_20220915_160432_mp4-189_jpg.rf.36a396ab9b75cef1496f496fb8683391.jpg,1920,1080,bike,1522,778,1531,779
VID_20220915_160432_mp4-189_jpg.rf.36a396ab9b75cef1496f496fb8683391.jpg,1920,1080,bus,1089,81,1222,235
VID_20220915_160432_mp4-189_jpg.rf.36a396ab9b75cef1496f496fb8683391.jpg,1920,1080,bike,513,768,621,1069
VID_20220915_160432_mp4-189_jpg.rf.36a396ab9b75cef1496f496fb8683391.jpg,1920,1080,bike,1237,299,1298,409
VID_20220915_160432_mp4-189_jpg.rf.36a396ab9b75cef1496f496fb8683391.jpg,1920,1080,car,1025,224,1132,324
VID_20220915_160432_mp4-8_jpg.rf.32b627045412deaf0b841cfb006190e5.jpg,1920,1080,bike,214,256,216,258
VID_20220915_160432_mp4-8_jpg.rf.32b627045412deaf0b841cfb006190e5.jpg,1920,1080,bus,344,237,348,237
VID_20220915_160432_mp4-8_jpg.rf.32b627045412deaf0b841cfb006190e5.jpg,1920,1080,bus,1043,44,1135,178
VID_20220915_160432_mp4-8_jpg.rf.32b627045412deaf0b841cfb006190e5.jpg,1920,1080,car,292,478,532,738
VID_20220915_160432_mp4-8_jpg.rf.32b627045412deaf0b841cfb006190e5.jpg,1920,1080,micro,928,57,999,140
ed24483d1c6d977f_jpg.rf.374a2332b10d5b9b5d79eb8d4a036ab7.jpg,416,416,Car,317,303,387,337
ed24483d1c6d977f_jpg.rf.374a2332b10d5b9b5d79eb8d4a036ab7.jpg,416,416,Car,370,296,416,340
d5a95b86f4ce76c1_jpg.rf.390ae371aa993402fe2f77afa85ee27b.jpg,416,416,Ambulance,65,138,335,367
VID_20220915_155741_mp4-93_jpg.rf.37fc74af1f48a250755c86eda3f34553.jpg,1920,1080,bike,214,256,216,258
VID_20220915_155741_mp4-93_jpg.rf.37fc74af1f48a250755c86eda3f34553.jpg,1920,1080,bike,1177,887,1290,1080
VID_20220915_155741_mp4-93_jpg.rf.37fc74af1f48a250755c86eda3f34553.jpg,1920,1080,bus,1301,365,1604,645
VID_20220915_155741_mp4-93_jpg.rf.37fc74af1f48a250755c86eda3f34553.jpg,1920,1080,bus,422,134,540,220
VID_20220915_155741_mp4-93_jpg.rf.37fc74af1f48a250755c86eda3f34553.jpg,1920,1080,bike,776,605,863,791
VID_20220915_155741_mp4-93_jpg.rf.37fc74af1f48a250755c86eda3f34553.jpg,1920,1080,pickup,1106,255,1194,370
VID_20220915_155741_mp4-93_jpg.rf.37fc74af1f48a250755c86eda3f34553.jpg,1920,1080,bus,166,165,320,278
VID_20220915_155741_mp4-93_jpg.rf.37fc74af1f48a250755c86eda3f34553.jpg,1920,1080,tempo,1252,281,1349,371
VID_20220915_155741_mp4-93_jpg.rf.37fc74af1f48a250755c86eda3f34553.jpg,1920,1080,car,129,313,268,401
VID_20220915_155741_mp4-93_jpg.rf.37fc74af1f48a250755c86eda3f34553.jpg,1920,1080,bike,767,345,805,440
VID_20220915_155741_mp4-93_jpg.rf.37fc74af1f48a250755c86eda3f34553.jpg,1920,1080,bike,901,313,944,403
VID_20220915_160432_mp4-239_jpg.rf.388bcb32e8e7ca0991cc854e5ea4a256.jpg,1920,1080,bike,1522,778,1531,779
VID_20220915_160432_mp4-239_jpg.rf.388bcb32e8e7ca0991cc854e5ea4a256.jpg,1920,1080,bus,1324,294,1606,586
VID_20220915_160432_mp4-239_jpg.rf.388bcb32e8e7ca0991cc854e5ea4a256.jpg,1920,1080,micro,1044,180,1152,331
VID_20220915_160432_mp4-239_jpg.rf.388bcb32e8e7ca0991cc854e5ea4a256.jpg,1920,1080,pickup,259,64,343,139
VID_20220915_160432_mp4-239_jpg.rf.388bcb32e8e7ca0991cc854e5ea4a256.jpg,1920,1080,bike,397,733,513,1009
VID_20220915_160432_mp4-239_jpg.rf.388bcb32e8e7ca0991cc854e5ea4a256.jpg,1920,1080,pickup,537,89,625,195
VID_20220915_160432_mp4-239_jpg.rf.388bcb32e8e7ca0991cc854e5ea4a256.jpg,1920,1080,bike,664,320,731,460
VID_20220915_160432_mp4-239_jpg.rf.388bcb32e8e7ca0991cc854e5ea4a256.jpg,1920,1080,bike,143,298,203,414
C_mp4-93_jpg.rf.3913bf6907f7263d5becbee54f7cf587.jpg,1920,1080,micro,1572,635,1721,756
C_mp4-93_jpg.rf.3913bf6907f7263d5becbee54f7cf587.jpg,1920,1080,micro,1596,710,1782,887
C_mp4-93_jpg.rf.3913bf6907f7263d5becbee54f7cf587.jpg,1920,1080,bus,1390,507,1515,638
C_mp4-93_jpg.rf.3913bf6907f7263d5becbee54f7cf587.jpg,1920,1080,micro,895,585,1026,731
C_mp4-93_jpg.rf.3913bf6907f7263d5becbee54f7cf587.jpg,1920,1080,bike,1047,773,1118,923
C_mp4-93_jpg.rf.3913bf6907f7263d5becbee54f7cf587.jpg,1920,1080,bike,1083,588,1126,675
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,tempo,1351,567,1461,622
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,bike,291,720,329,811
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,micro,831,461,859,499
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,bike,734,518,751,558
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,tempo,294,626,371,706
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,bike,510,559,532,607
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,truck,604,540,739,698
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,car,449,608,533,682
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,bike,997,583,1026,646
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,bike,934,592,960,650
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,bike,1216,586,1242,641
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,bike,1144,559,1165,608
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,bike,567,534,584,575
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,tempo,1099,482,1131,522
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,car,687,816,815,967
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,bus,82,752,572,1080
balkumari_mp4-145_jpg.rf.3939d12b24aa3e6e098fa9be3353716f.jpg,1920,1080,car,5,793,7,806
VID_20220915_160432_mp4-137_jpg.rf.3a2c51a5445fcbe231c7c3ecd467a2ea.jpg,1920,1080,bus,1572,433,1920,999
VID_20220915_160432_mp4-137_jpg.rf.3a2c51a5445fcbe231c7c3ecd467a2ea.jpg,1920,1080,bike,1522,778,1531,779
VID_20220915_160432_mp4-137_jpg.rf.3a2c51a5445fcbe231c7c3ecd467a2ea.jpg,1920,1080,bus,1038,44,1162,163
VID_20220915_160432_mp4-137_jpg.rf.3a2c51a5445fcbe231c7c3ecd467a2ea.jpg,1920,1080,bike,628,189,676,293
7ee812fcba54457d_jpg.rf.3b8c08d620521cdeffb3d3ff61381936.jpg,416,416,Motorcycle,30,84,358,359
a238a0fee56f0d0c_jpg.rf.3a5b9cb0cf9c74fd089f3822afde9212.jpg,416,416,Ambulance,364,262,416,406
d3ecf31b6ea93e9c_jpg.rf.37b4e4e849187ea4c250e761a85e45e5.jpg,416,416,Bus,0,92,127,319
d3ecf31b6ea93e9c_jpg.rf.37b4e4e849187ea4c250e761a85e45e5.jpg,416,416,Bus,122,24,343,413
E_mp4-5_jpg.rf.3a66d280bb0bd2524e641890fc105cd2.jpg,1920,1080,car,798,540,861,610
E_mp4-5_jpg.rf.3a66d280bb0bd2524e641890fc105cd2.jpg,1920,1080,micro,1453,593,1586,716
